"id","name","account_root_id:id","tax_code_root_id:id","bank_account_view_id:id","property_account_receivable:id","property_account_payable:id","property_account_expense_categ:id","property_account_income_categ:id"
"l10n_cz","Česká účtová a daňová osnova (by Emvolution CZ s.r.o.)","CZ0",DS0,22,311000,321000,518000,602000
